importação;transformar para polígono?;comunidade associada;name;description;folder;type;geometry;
não;;;Gal Criado;"Área de atuação do grupo articulador loca (CRIADO)l - Barro vermelho e Coqueiral .
O  Barro Vermelho- possui saneamento redes de esgoto e luz elétrica com 
um PSF que atende à toda comunidade não possui área de lazer e escolas públicas e privadas .
 O coqueiral - não possui saneamento básico, luz elétrica  não há recursos 
para a melhoria na qualidade de vida humana de cada morador que nele habita
e todos os serviços nessas duas comunidades são acessados em outros lugares.";PCU  RJ - jul 2010;point;[u'-43.65874800328587,-22.91504901065493,0'];
O;sim;barro-vermelho;PSF;"Psf Barro Vermelho
Atende os moradores do Barro vermelho e coqueiral .";PCU  RJ - jul 2010;point;[u'-43.65850391972483,-22.91659548937269,0'];
O;sim;barro-vermelho;E.E. Francisco Caldeira de Alvarenga;"Localizada no Bairro  de Urucânia - Escola Municipal Francisco Caldeira de Alvarenga funciona no período diurno  como escola Municipal e 
noturno como escola Estadual atendendo a todas crianças, adolescentes 
e adultos dos bairros Urucânia,Barro vermelho, saquassú e bairros vizinhos.";PCU  RJ - jul 2010;point;[u'-43.65171684612685,-22.91339718359566,0'];
O;sim;barro-vermelho;Ciep Alberto Pasqualine;"Este Ciep atende a todas as crianças do Bairro onde está localizado e Bairros vizinhos e funciona também como área de lazer, pois o bairro não possui áreas 
de lazer adequada.";PCU  RJ - jul 2010;point;[u'-43.65705679990126,-22.91352651646654,0'];
O;sim;barro-vermelho;E.M. Casa da Criança João Corrêa;"Atende as crianças da Educação Infantil ao Ensino Fundamental de todas as
comunidades.";PCU  RJ - jul 2010;point;[u'-43.65226112205207,-22.91609428747526,0'];
O;sim;barro-vermelho;Creche Mãos Pequenas;Atende Crianças de 0 á 3 anos.;PCU  RJ - jul 2010;point;[u'-43.65488437384734,-22.91134802532467,0'];
O;sim;barro-vermelho;Creche Comunitária;;PCU  RJ - jul 2010;point;[u'-43.65719409619502,-22.91273225860384,0'];
O;sim;barro-vermelho;Profª Flávia dos Santos Soares;Atende moradores de toda a região.;PCU  RJ - jul 2010;point;[u'-43.65374074680543,-22.91401792131067,0'];
O;sim;barro-vermelho;P.S. Décio  Amaral Filho;;PCU  RJ - jul 2010;point;[u'-43.65808769526781,-22.91147249633691,0'];
O;sim;barro-vermelho;Ass. de Mor.  do Barro Vermelho;;PCU  RJ - jul 2010;point;[u'-43.65809356884574,-22.91254475666004,0'];
O;sim;barro-vermelho;CRAS;;PCU  RJ - jul 2010;point;[u'-43.65364271883828,-22.91356583606277,0'];
O;sim;barro-vermelho;Jamds;Jurema amor nas mãos - Associação que atende deficientes, surdos e mudos;PCU  RJ - jul 2010;point;[u'-43.65264741914353,-22.91290685824788,0'];
R;sim;barro-vermelho;;"Praça Jardim Nova Urucânia
Lugar de encontro dos adolescentes da  comunidade";PCU  RJ - jul 2010;point;[u'-43.66067749760568,-22.91502285310156,0'];
não;;;;Linha Ferroviária;PCU  RJ - jul 2010;point;[u'-43.64993064140999,-22.91937292601396,0'];
não;;;;"Explicadora
Reforço escolar para crianças do ensino fundamental.";PCU  RJ - jul 2010;point;[u'-43.6584258709346,-22.91511293637225,0'];
N ;sim;barro-vermelho;;"Valão
Devido a quantidade de lixo jogada pelos moradores, durante o período de chuva ocorrem enchentes que afeta principalmente o Barro vermelho.";PCU  RJ - jul 2010;point;[u'-43.65674972906577,-22.9158494694771,0'];
R;sim;barro-vermelho;;"Lan House
Ponto de encontro de qualquer  adolescente";PCU  RJ - jul 2010;point;[u'-43.65814761217337,-22.91541984693592,0'];
R;sim;barro-vermelho;;Lan House;PCU  RJ - jul 2010;point;[u'-43.65797534003876,-22.91342702223833,0'];
R;sim;barro-vermelho;;Lan House;PCU  RJ - jul 2010;point;[u'-43.65397813421387,-22.91472629787894,0'];
R;sim;barro-vermelho;;Lan House;PCU  RJ - jul 2010;point;[u'-43.65412410390113,-22.91462410463151,0'];
não;;;;mercado;PCU  RJ - jul 2010;point;[u'-43.6547049030162,-22.9143454338708,0'];
não;;;;mercado;PCU  RJ - jul 2010;point;[u'-43.65447756535422,-22.91409192228679,0'];
O;sim;barro-vermelho;;Igreja Universal;PCU  RJ - jul 2010;point;[u'-43.65412333009216,-22.91435895867867,0'];
O;sim;barro-vermelho;;"Capela Nª S. Das Dores  (Igreja Católica)
Capela que  também atende as crianças do Bairro através da Pastoral da Criança com  a medição do Peso.";PCU  RJ - jul 2010;point;[u'-43.65799341233841,-22.91603082294488,0'];
O;sim;29-de-marco;E. M. Prof. Manoel Maurício;"Escola Municipal Prof. Manoel Maurício
Escola de Ensino Fundamental, atende da Educaçao infantil ao 5º ano.

Diretor: HOLEM MARTINS DE OLIVEIRA
 
Endereço: Rua Marcorama, S/Nº Santa Margarida   
Cep: 23068-000 
Telefone: 3394-5076
3364-6206
 
E-mail: empmauricio@rio.rj.gov.br 
   
Característica: Horário Parcial com 2 turnos 
Quantidade de Salas: 15 
Turnos: 1º. Turno
2º. Turno";PCU  RJ - jul 2010;point;[u'-43.60994969812263,-22.88727526510575,0'];
O;sim;29-de-marco;E.M. Professor Castro Rebello;"E.M. 09.18.083 Professor Castro Rebello
A instituição funciona durante o turno da Manhã e da Tarde";PCU  RJ - jul 2010;point;[u'-43.6168681845139,-22.88477736245305,0'];
O;sim;29-de-marco;E. M.l Barão de Santa Margarida;"Escola Municipal Barão de Santa Margarida

Escola de ensino fundamental,

Diretor: JORGE LUIS GOMES DE ASSIS
 
Endereço: Rua Coremas, 358 Santa Margarida 358 
Cep: 23060-040 
Telefone: 2413-4405
3108-4116
 
E-mail: emmargarida@rio.rj.gov.br 
   
Característica: Horário Parcial com 2 turnos 
Quantidade de Salas: 16 
Turnos: 1º. Turno
2º. Turno
 
Série:
do 6º ao 9º ano";PCU  RJ - jul 2010;point;[u'-43.60468147191715,-22.88868770784398,0'];
O;sim;29-de-marco;E.M. Francisco José de Moraes;"E.M. 09.18.066 FRANCISCO JOSE DE MORAES
Escola de Educação Infantil, funciona nos Turnos da Manhã e da Tarde";PCU  RJ - jul 2010;point;[u'-43.6216705383844,-22.8847769787595,0'];
O;sim;29-de-marco;E. M.l Antonia Vargas Cuquejo;"Escola Municipal Antonia Vargas Cuquejo
Atende da Educação Infantil ao 5º ano do Ensino Fundamental e EJA 1 e 2

Diretor: CARLOS ROBERTO DE FREITAS
 
Endereço: Praça Dercides Alves Dos Santos, S/Nº Santa Margarida s/nº  
Bairro: Cosmos 
Cep: 23066-410 
Telefone: 3314-2226
3364-6225
3364-6225
3314-2226
 
E-mail: emcuquejo@rio.rj.gov.br 
   
Característica: Horário Parcial com 3 turnos 
Quantidade de Salas: 13 
Turnos: 1º. Turno
             2º. Turno
             3º Turno (EJA 1 e 2)";PCU  RJ - jul 2010;point;[u'-43.61097835783458,-22.89210455363113,0'];
O;sim;29-de-marco;CIEP Togo Renan Soares Kanela;"CIEP Brizolão 433 Togo Renan Soares Kanela
Atende do 6º ano do Ensino Funadmental até o 3º ano do Ensino Médio, funciona nos períodos diurno manhã e tarde e noturno";PCU  RJ - jul 2010;point;[u'-43.60331055898398,-22.8926512541338,0'];
O;sim;29-de-marco;CIEP Octávio Malta;"CIEP Brizolão 336 Octávio Malta
Escola de Ensino Médio, funciona nos turnos da Manhã, Tarde e noite";PCU  RJ - jul 2010;point;[u'-43.61903014364904,-22.88478969234316,0'];
O;sim;29-de-marco;E. E.l Barão de Santa Margarida;"Escola Estadual Barão de Santa Margarida
Escola de funcionamento noturno em prédio municipal, atende do 6º ano ao 3ºano do Ensino Médio";PCU  RJ - jul 2010;point;[u'-43.60479774559343,-22.88879733406179,0'];
não;;;;Explicadora do C.A. à 8ª Série & Barraca;PCU  RJ - jul 2010;point;[u'-43.61791036481855,-22.88974107428949,0'];
R;;29-de-marco;Área de abrangência do GAL Cuidar é Crescer;Área de abrangência do GAL Cuidar é Crescer;PCU  RJ - jul 2010;polys;[u'-43.6192946948346,-22.88933370209472,0', u'-43.61962510513351,-22.88988153726185,0', u'-43.62013171808766,-22.89034820164662,0', u'-43.620369,-22.890841,0', u'-43.62060469591243,-22.89142232285698,0', u'-43.62217406358918,-22.89371809281376,0', u'-43.6209608774038,-22.89337801279945,0', u'-43.61922029307763,-22.89298936859703,0', u'-43.617805,-22.892565,0', u'-43.617622,-22.892612,0', u'-43.617363,-22.892593,0', u'-43.617054,-22.892662,0', u'-43.616829,-22.89278,0', u'-43.616623,-22.8929,0', u'-43.616211,-22.893209,0', u'-43.614819,-22.891411,0', u'-43.61437375275477,-22.89118574285623,0', u'-43.61455770327191,-22.89071982504818,0', u'-43.61494842094209,-22.88983919185885,0', u'-43.615608,-22.889771,0', u'-43.615852,-22.889242,0', u'-43.616119,-22.88879800000001,0', u'-43.616211,-22.888611,0', u'-43.616428,-22.888411,0', u'-43.61651709891843,-22.88844998577843,0', u'-43.61659620936455,-22.88843783639969,0', u'-43.61668850245456,-22.88836495153084,0', u'-43.61671772757599,-22.88833955880335,0', u'-43.61707011880079,-22.88817722149699,0', u'-43.61720226944827,-22.88821779841894,0', u'-43.61737846983532,-22.88825837362158,0', u'-43.61744454087924,-22.88817720832932,0', u'-43.61755466588652,-22.8881974950766,0', u'-43.61764276703569,-22.88823807312987,0', u'-43.61773086726986,-22.88825836056626,0', u'-43.61788505888828,-22.88864387823849,0', u'-43.61856784384715,-22.88888733868494,0', u'-43.6192946948346,-22.88933370209472,0'];
não;;;GAL Cuidar é Crescer;;PCU  RJ - jul 2010;point;[u'-43.61719064571929,-22.89026948302907,0'];
O;sim;29-de-marco;Posto de Saúde 24h Mário Rodrigues Cid;"Posto de Saúde 24h Mário Rodrigues Cid
Atendimento de emergências.";PCU  RJ - jul 2010;point;[u'-43.60812587510149,-22.88547973759685,0'];
O;sim;29-de-marco;Posto de Saúde Mario Rodrigues Cid;"Posto de Saúde Mario Rodrigues Cid
Ambulatório - atendimento geral, e de consultas marcadas.";PCU  RJ - jul 2010;point;[u'-43.60593611111111,-22.89128333333333,0'];
não;;;DPO;"DPO
Posto de Policiamento Comunitário
Tel: 3399-5567";PCU  RJ - jul 2010;point;[u'-43.60444204062205,-22.88658112615828,0'];
O;sim;29-de-marco;;Ass. de Moradores do Bairro 29 de Março e Adjacencias;PCU  RJ - jul 2010;point;[u'-43.61843086733514,-22.89241263998946,0'];
O;sim;29-de-marco;;"Centro Social Urbano
Fundação Leão XIII";PCU  RJ - jul 2010;point;[u'-43.60941656906125,-22.89108691551117,0'];
O;sim;29-de-marco;Centro Social Bençãos do Senhor;"Centro Social Bençãos do Senhor
Atendimento médico, Social, Psicológico, Esportivo e Educacional";PCU  RJ - jul 2010;point;[u'-43.6093140149306,-22.89456780829768,1'];
O;sim;29-de-marco;Ass. de Mor. de Stª Margarida e Adjacências;"Associação de Moradores de Stª Margarida e Adjacências
Funciona também a Associação Esportiva MAMAÔ";PCU  RJ - jul 2010;point;[u'-43.60971611522786,-22.89226600910157,0'];
O;sim;29-de-marco;Ass. Cultural Sempre Cristo;"Ass. Cultural Beneficiente Sempre Cristo
Presidente: Rosangela Moreno

Sedia uma Rádio Comunitária, atua na área social.";PCU  RJ - jul 2010;point;[u'-43.6171906124009,-22.89028596459894,0'];
O;sim;29-de-marco;Projeto AFRICA;"Projeto AFRICA
Diretor Jorge Arruda
Atendimento Social e Esportivo de Crianças e Adolescentes";PCU  RJ - jul 2010;point;[u'-43.60615023384113,-22.89319218059012,0'];
O;sim;29-de-marco;Instituição Social das Servas de Maria Reparadoras;Instituição Social das Servas de Maria Reparadoras;PCU  RJ - jul 2010;point;[u'-43.60818342948875,-22.89141958211546,0'];
R;;29-de-marco;Rádio Comunitária;"Rádio Educativa Sintonia FM (Comunitária)
Rádio mantida pela Associação Cultural Benenficiente Sempre Cristo";PCU  RJ - jul 2010;point;[u'-43.61717777777778,-22.89027222222222,0'];
O;sim;29-de-marco;;Igreja Católica Nossa Senhora das Dores;PCU  RJ - jul 2010;point;[u'-43.60843791634905,-22.89131824865261,0'];
O;sim;29-de-marco;;Centro Espírita;PCU  RJ - jul 2010;point;[u'-43.61907318995795,-22.8928490086482,0'];
O;sim;29-de-marco;;Igreja Ass. de Deus;PCU  RJ - jul 2010;point;[u'-43.61994894209822,-22.89245432501758,0'];
O;sim;29-de-marco;;Igreja Ev. Quadrangular;PCU  RJ - jul 2010;point;[u'-43.61863521922547,-22.89155306497655,0'];
O;sim;29-de-marco;;Igreja Ev. Ass. de Deus;PCU  RJ - jul 2010;point;[u'-43.61826948532564,-22.89094844974187,0'];
O;sim;29-de-marco;;Igreja Ass. de Deus Porta da Fonte;PCU  RJ - jul 2010;point;[u'-43.61850833333333,-22.88937222222222,0'];
O;sim;29-de-marco;;Centro Espírita;PCU  RJ - jul 2010;point;[u'-43.61756346149326,-22.88920489481475,0'];
O;sim;29-de-marco;;Igreja Ev. Missão Peniel;PCU  RJ - jul 2010;point;[u'-43.61652969194664,-22.89011917340353,0'];
O;sim;29-de-marco;;Ass. de Deus Monte Carmelo;PCU  RJ - jul 2010;point;[u'-43.61494240524411,-22.89007026783976,0'];
O;sim;29-de-marco;;"Igr. Ev. Missão Apostólica

Igreja do Pastor João Paulo";PCU  RJ - jul 2010;point;[u'-43.61378055555556,-22.89085555555555,0'];
O;sim;29-de-marco;;Igreja N. S. das Dores e S. Jorge;PCU  RJ - jul 2010;point;[u'-43.61914101202767,-22.89167877610141,0'];
O;sim;29-de-marco;;Casa de Oração Universal;PCU  RJ - jul 2010;point;[u'-43.61873556435253,-22.88971362307854,0'];
O;sim;29-de-marco;;Centro Espírita;PCU  RJ - jul 2010;point;[u'-43.61538788020148,-22.89159954230144,0'];
O;sim;29-de-marco;;Igreja Ev. Ass. de Deus;PCU  RJ - jul 2010;point;[u'-43.61813496725098,-22.89258655039434,0'];
O;sim;29-de-marco;;Centro Espírita;PCU  RJ - jul 2010;point;[u'-43.61766156054635,-22.8919455278762,0'];
não;;;;Bar da Fátima;PCU  RJ - jul 2010;point;[u'-43.61786501653464,-22.89255801250815,0'];
não;;;;Salão de cabeleireiro;PCU  RJ - jul 2010;point;[u'-43.61794717806281,-22.89253946200745,0'];
não;;;;Locadora;PCU  RJ - jul 2010;point;[u'-43.61780882645991,-22.89256172953872,0'];
não;;;;Barbearia;PCU  RJ - jul 2010;point;[u'-43.61773653249841,-22.89255787825095,0'];
não;;;;Brexó;PCU  RJ - jul 2010;point;[u'-43.61766971439361,-22.89255654359624,0'];
não;;;;Mercadinho 29 de Março;PCU  RJ - jul 2010;point;[u'-43.61851304926312,-22.89233487671213,0'];
não;;;;Padaria;PCU  RJ - jul 2010;point;[u'-43.61861281927484,-22.89235043544564,0'];
não;;;;"Cabine Telefônica
Armário de Distribuição";PCU  RJ - jul 2010;point;[u'-43.61845613614614,-22.89233203272987,0'];
R;sim;29-de-marco;;Praça São Jorge;PCU  RJ - jul 2010;point;[u'-43.61910831199368,-22.89223727522511,0'];
não;;;;Sacolão;PCU  RJ - jul 2010;point;[u'-43.61848257598084,-22.89215016259771,0'];
O;sim;29-de-marco;;"Gruta da Santa
Capela Nossa Senhora das Dores";PCU  RJ - jul 2010;point;[u'-43.61955395558494,-22.89094322920015,0'];
não;;;;Bar;PCU  RJ - jul 2010;point;[u'-43.61899604538169,-22.89187642203886,0'];
N ;sim;29-de-marco;;Ponto de Lixo;PCU  RJ - jul 2010;point;[u'-43.61861723160024,-22.89087323489405,0'];
não;;;;Bar do Júlio;PCU  RJ - jul 2010;point;[u'-43.61789607985077,-22.89048991330749,0'];
não;;;;Lanches ERI;PCU  RJ - jul 2010;point;[u'-43.61705919769183,-22.89015695084094,0'];
não;;;;Padaria do Léo;PCU  RJ - jul 2010;point;[u'-43.6169977177048,-22.8898996891247,0'];
não;;;;Sacolão da Pastora;PCU  RJ - jul 2010;point;[u'-43.61685473302812,-22.88993234303447,0'];
não;;;;Mercearia dos Amigos;PCU  RJ - jul 2010;point;[u'-43.61640178482009,-22.89028064494896,0'];
não;;;;Bar e Mercearia;PCU  RJ - jul 2010;point;[u'-43.61758058883194,-22.88997037127828,0'];
não;;;;Bar e Forró do Pincel;PCU  RJ - jul 2010;point;[u'-43.61558474318676,-22.89035754047585,0'];
não;;;;Padaria do Antônio;PCU  RJ - jul 2010;point;[u'-43.6144332176217,-22.89052424922625,0'];
não;;;;Ponto da Kombi 51;PCU  RJ - jul 2010;point;[u'-43.61345170652955,-22.8905278715691,0'];
não;;;;Sacolão;PCU  RJ - jul 2010;point;[u'-43.61349184973457,-22.89070888546965,0'];
R;sim;29-de-marco;;Lan House do Beto;PCU  RJ - jul 2010;point;[u'-43.61360930775619,-22.89073160014657,0'];
não;;;;Salão da Elisangela;PCU  RJ - jul 2010;point;[u'-43.61572357722346,-22.89239683410437,0'];
não;;;;"Paradinha 171 Lanches
Lanchonete";PCU  RJ - jul 2010;point;[u'-43.61715601734949,-22.89264745911189,0'];
O;sim;29-de-marco;;Igr. Ev. Pentecostal;PCU  RJ - jul 2010;point;[u'-43.61699366409054,-22.89241664303325,0'];
O;sim;29-de-marco;;"Ass. de Deus Minist. Nova Conquista
Igreja do Pr. Plínio";PCU  RJ - jul 2010;point;[u'-43.61628333333334,-22.89187777777778,0'];
não;;;;Bar da Marilza;PCU  RJ - jul 2010;point;[u'-43.61666377450901,-22.89145534220397,0'];
não;;;;Mercearia Shalhom;PCU  RJ - jul 2010;point;[u'-43.6164483838949,-22.89086841387989,0'];
não;;;;Bar da Vera;PCU  RJ - jul 2010;point;[u'-43.61607159148601,-22.89075844772973,0'];
não;;;;Bazar;PCU  RJ - jul 2010;point;[u'-43.61584919518629,-22.89081801768086,0'];
não;;;;Barraca da Morena;PCU  RJ - jul 2010;point;[u'-43.61696347873168,-22.89118797850806,0'];
não;;;;Fliperama Paz Amor e Amizade;PCU  RJ - jul 2010;point;[u'-43.6174091312806,-22.89156315851647,0'];
não;;;;Material de Construção do Baixinho;PCU  RJ - jul 2010;point;[u'-43.61495186490345,-22.89128324637054,0'];
não;;;;"Ponto de ônibus
Linhas de ônibus:
S-03
833
368

Kombis:
2
69
8";PCU  RJ - jul 2010;point;[u'-43.61892434127217,-22.8854839121083,0'];
não;;;;"Ponto de ônibus
Linhas de ônibus:
842
S-27
S-11
Integração Metrô-Zona Oeste

Kombi:
42
27
Stª. Margarida - Stª. Cruz";PCU  RJ - jul 2010;point;[u'-43.61146247353194,-22.89508889115887,0'];
não;;;GAL Desenvolver;"Morro do Salgueiro


SALGUEIRO






100 ANOS DE CULTURA NEGRA






Álvaro Silva de Souza
Denise Vieira
Agentes Ambientais Comunidade do Salgueiro
Secretaria Municipal de Meio Ambiente
Prefeitura do Rio de Janeiro










BREVE HISTORIA

	A ocupação do Morro do Salgueiro se deu no ano de 1885, á exatos 122 anos.

	Chegaram do Vale da Paraíba, Miracema, Itaperuna, Santo Antonio de Pádua, Cataguases, Vassouras e Sapucaia os primeiros habitantes do Morro dos Trapicheiros, hoje Morro do Salgueiro.

	Também em 1885, com a fuga de alguns escravos das propriedades existentes no Alto da Boa Vista, para os maciços, morros, foram se formando na parte alta alguns quilombos. 

	A origem do nome SALGUEIRO veio de um nobre português de nome Domingos Alves Salgueiro, proprietário de varias terras nos maciços da Tijuca e de uma fábrica de conservas na rua dos Araújos. A partir daí, boa parte do morro passou a ser conhecida como Salgueiro. 

	Bem nos primórdios do século XIX, começaram o incentivo na plantação de café, tanto isso é verdade que a Floresta da Tijuca foi quase toda desmatada para o plantio do café, e com isso causou na época declínio ecológico no bairro.

	No Morro do Salgueiro foram incentivados também nesta mesma época outros tipos de plantações, além do café, tais como hortaliças e cana de açúcar.

	Em 1900 houve a imigração de varias famílias para o Morro do Salgueiro, aumentando assim, juntamente com os escravos, a família salgueirense. 

	Já no século XX, a Comunidade foi evoluindo com características culturais totalmente influenciadas pelos costumes africanos, já que 90% da população local era de negros. 

	Depois a Segunda Guerra Mundial, houve um avanço muito grande na Comunidade, tanto na parte de habitação como na parte cultural. Começou a sobressair à dança e o canto de diversas tribos africanas. 

	A Comunidade do Salgueiro sobressaiu-se com o samba, que é uma mistura de cultura tribal, por exemplo. Os negros, que eram descendentes de Angola e poligéria, tinham um ritmo merengado. Já os descendentes do Norte da Europa tinham um ritmo mais instrumental, como era o caso dos zulus. Aperfeiçoando tudo isso surge um ritmo que deu origem à batucada, o blues, e o samba.  

	Domingos Alves Salgueiro acabou perdendo sua propriedades na comunidade por não pagas impostos ao Governo.

	A Comunidade continuo a expandir-se. Os portei eram realizados por senhoras da Comunidade, chamadas parteiras.

	O Senhor Djalma de Oliveira foi fundador de Associação de Moradores do Morro do Salgueiro. Segundo seu depoimento nessa época, no final do ano de 1963, tratava-se apenas de uma “Junta Governativa” da qual o Sr. Djalma fazia parte.

	Já existia o catolicismo, praticado por algumas senhoras da Comunidade, que se dirigiam à parte alta do Morro em um lugar chamado “Anjo da Guarda”, uma espécie de altar de pedras, onde as mesmas reuniam-se para rezar o terço aos domingos. 

	Existiam também outras religiões de culturas africanas na Comunidade, mas, após uma enchente, ocasionada por deslizamento de terras e lixos das encostas do Morro em 1967, ocasionando diversa mortes, o Senhor Djalma, conhecido na época como “Djalma Prefeito”, deu início a procissão de São Sebastião (Santo Padroeiro da Cidade do Rio de Janeiro). A imagem do Santo foi cedida pela Igreja de Santo Afonso e na primeira festa em homenagem ao santo, passou a ser Padroeiro e Protetor da Comunidade. A imagem foi levada ao aeroporto e trazida para a Comunidade de helicóptero, onde uma banda de músicos já a aguardava a beira do campo de futebol, para dar início a procissão.

	A banda de músicos era regida pelo Tenente Irineu Veríssimo, músico da banda da Polícia Militar.

	O Sr. Djalma esteve no comando da procissão ate o ano de 1992, quando precisou se afastar por motivo de doença, passando esta então a ficar sobre os cuidados do Grupo Caeba.  

	Em 1951 foi fundada a “Casa da Americana”, nome dado em homenagem a uma mulher norte americana de um Grupo de Voluntários de Paz, que veio ao Brasil para trabalhar em Campanhas de vacinas. O então Governador, Dom Carlos Lacerda, mandou construir uma casa a beira do campo de futebol, bem no centro da comunidade, para funcionar o serviço de alto falantes, um telefone público comunitário, campanha de vacinas, organizações de eventos esportivos, distribuição de correspondência, etc.

	Em 1952, para comemorar mais uma data festiva, foi dado inicio a uma corrida rústica que aconteceria em todos os feriados de 7 de setembro. Era uma corrida em que todos os participantes eram da comunidade. A largada era no campo em direção à Rua Francisco Graça. Depois passavam pela Rua dos Junquilhos, Rua dos Araújos, Rua Valparaíso e outras ruas adjacentes, ate chegar ao Sumaré, onde os corredores começavam uma descida em terreno íngreme ate chegar novamente ao campo. 

	Em 1955 se inicio a Folia dos Reis no Salgueiro. Era uma seita religiosa que explicava o início do mundo, demonstrando como foi o passado sem a ganância. No início, eram apenas 12 componentes na comunidade. A Folia de Reis era comandada pelo Senhor José Catolino, e deixou de se apresentar na comunidade no ano de 1993, 38 anos após seu início, por causa de ausência de alguns componentes. 

	O 3 de abril de 1953, com a fusão de três blocos carnavalescos existentes na comunidade, surgiu a Escola de Samba Acadêmicos do Salgueiro. 

	Em 1957 teve início o concurso de Rainha da Primavera, organizado pelo Sr. Djalma, em que participavam apenas meninas da comunidade que fossem virgens.

	Em 1969 inicio-se uma homenagem as mães no mês de maio com a escolha da Mãe do Ano, além dum bingo com brindes especiais para as mães, assim como distribuição de rosas. 

	Os troféus dos campeonatos, prêmios oferecidos em gincanas, bingo das mães e outros eventos festivos para crianças, eram cedidos pelos comerciários da Tijuca. 

	Em 1970 houve a criação do Plantão Félix Pacheco na comunidade, para que os moradores pudessem tirar documentos de identidade e títulos de eleitor. 

	Esse plantão funcionava no prédio da Fundação Leão XIII da comunidade duas vezes por semana. 

	Ainda no Governo de Carlos Lacerda, atendendo a pedidos de alguns moradores, houve a ligação de água potável e um reservatório de água para a comunidade. 

	No final da década de 70, em homenagem a alguns moradores ilustres ou mais idosos, foram surgindo os nomes das ruas, becos e praças da comunidade. 

	Na gestão do Sr Djalma Oliveira, como Presidenta da Associação de Moradores, houveram também a organização de alguns mutirões para obras de benefícios para a comunidade, como caixas de água, cisternas, quadras de esportes, reforma de algumas moradias prejudicadas pelas chuvas, etc.

	Em 1980, em visita ao Brasil, Sua Santidade o Papa João Paulo II, hospedado na casa do Cardeal Arcebispo do Rio, dom Eugénio Sales, no Sumaré, abençoa a comunidade do Morro do Salgueiro. 

	Em 1982 se desenvolve a instalação da rede elétrica domiciliar na comunidade. 

	Em 1985 comemorou-se 100 anos da Comunidade do Morro do Salgueiro. O então Presidente da Associação de Moradores, o Senhor José Santos escreveu um livro intitulado “Salgueiro, 100 anos de existência”.

Em 1988 se dá inicio ao Projeto Mutirão Reflorestamento do Morro do Salgueiro, como atividade da Secretaria de Desenvolvimento Social.

Em 1995 comemorou-se 110 anos da existência da Comunidade de Salgueiro. Coincidentemente também era o 300o aniversário da morte de Zumbi dos Palmares, e o Salgueiro, a través de sua escola de samba, tenta expressar todo seu sentimento cultural, apresentando temas negros nos seus carnavais. 

	Em 1996 se dá a implementação do Projeto Favela Bairro por parte da Secretara Municipal de Habitação, gerando emprego para grande parte da comunidade. 

	Em 1998 se retorna ao Projeto Mutirão Reflorestamento, agora sobre a direção da secretara Municipal de Meio Ambiente. 

	Após a implantação do Projeto Favela Bairro, roam surgindo na comunidade outros projetos da Prefeitura da Cidade do Rio de Janeiro, como o de Gari Comunitário, Agentes de Pouso, Posto de orientação urbanística e social SMH e Agentes Ambientais. 





Informações cedidas por:
	Sr. Djalma Oliveira ( Ex-presidente da Associação Pró-Melhoramentos do Morro do Salgueiro)  
	 Dona Euzébia ( moradora mais antiga da comunidade )


*Informações obtidas através do contato com moradores e com o Jornalista Gilberto Magalhães";PCU  RJ - jul 2010;point;[u'-43.22631307960077,-22.93028178715376,0'];
